Date     Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High    Low     2      3      4    High 
193608  -3.56  -2.45   6.81   2.78   2.30  -1.20   3.59   2.31   4.11   4.17   1.02   0.78   4.34   2.97   6.60   0.01   1.29   3.84   3.33   5.32  -0.01   1.31   0.37   2.95   3.82
193609  -1.11   6.70   2.26   6.29   5.63   4.47   2.44   2.66   5.21   2.67   4.74   0.42   4.99   5.94   1.36   1.80   3.50   2.89   0.72   2.75   0.47   1.48   0.74   1.39  -0.56
193610  13.50   6.40   5.19  10.02   6.82   1.88   5.66   8.50   8.14   7.53   4.96   2.22   8.18   6.22   6.08   3.52   4.86   8.98  15.83   3.60   6.81   5.13   9.66  10.49   5.32
193611   9.85  16.58   9.07  14.91  12.90  12.75  11.90   8.76  11.87  11.66   8.01   8.59   9.07  11.11   8.11   4.79   2.83   8.79   8.11   4.24   3.11   3.29   2.26   0.32  -3.32
193612  -3.86  -1.88   3.46  -0.88   4.65   3.00   4.27   0.84   7.48   8.48  -0.19   2.94   3.89   1.71   6.64   1.27   1.87   1.64   3.72   2.24  -2.35  -0.98   1.74   4.80  -0.26
193701  14.96   5.91  21.00  10.81  10.27  10.78   9.15   4.93   7.10  10.44   4.40   3.78   7.67   9.09   6.14   4.15   5.29   3.78   2.73   9.71   3.56   3.65  -0.30   3.14  11.12
193702 -10.45  19.30  -9.13   6.75  10.82  -2.16   4.07   1.15   0.87  10.35   3.52   1.89   0.88   1.51   7.16   0.99   2.05   2.26   2.23  10.36  -0.31  -0.13   0.73   2.62  10.07
193703  -9.92 -15.01   3.45   0.61   4.21  -2.85  -1.76  -1.15   1.54   0.99  -2.31  -1.47   0.71  -2.07   5.47  -2.63   0.66   1.40   0.45  12.62  -2.03  -1.99   0.10   3.37   7.58
193704 -19.57 -20.17 -17.94 -13.21 -18.32  -8.83 -11.91 -10.60 -15.55 -13.72  -7.57  -9.13  -6.69  -8.59 -10.23  -6.55  -8.28  -9.82 -14.17 -11.40  -6.95  -5.01  -6.15  -7.44 -10.06
193705  -5.41 -10.35  -2.92  -0.45  -4.01   0.31   1.16  -3.73  -2.18  -7.93  -0.96  -2.67  -3.20  -0.55  -3.11  -0.43  -1.19  -2.52  -2.70  -1.49   0.63  -2.39   0.40  -2.67  -2.73
193706 -12.39  -8.56 -13.76  -8.79 -14.31  -7.74  -6.68  -6.44  -7.57 -15.18  -5.87  -6.51  -5.75  -7.36  -8.53  -3.87  -6.10  -5.12  -5.87 -11.02  -4.41  -2.01  -2.23  -4.48  -7.72
193707  13.18  11.83  12.66  12.19  11.60  11.73  11.08   9.03   9.41   9.20   8.31  12.15   7.30   6.39  11.99   7.91   8.96   7.36  10.21   7.53   8.56  10.60   6.67  10.75  11.19
193708  -4.58  -9.39  -9.42  -5.34  -6.07  -7.05  -6.03  -3.83  -5.48  -4.47  -3.01  -5.79  -5.59  -3.19  -7.44  -4.03  -3.50  -3.96  -5.60  -7.60  -3.07  -6.36  -5.07  -5.92  -8.10
193709 -22.43 -28.93 -23.16 -22.45 -23.38 -23.59 -19.57 -21.11 -20.78 -24.20 -20.28 -20.04 -20.06 -17.13 -25.97 -17.43 -17.27 -15.21 -19.10 -21.47 -11.27 -15.15  -8.79 -15.53 -20.22
193710  -6.71  -8.55  -8.80  -7.73  -9.13 -11.30  -9.46  -9.66 -12.14 -11.98 -12.39  -9.87 -11.72  -8.61 -12.69  -7.00 -10.29  -8.97 -10.31 -13.42 -10.27  -9.33  -6.23 -10.13 -17.65
193711  -2.49 -12.75 -13.97 -15.29 -15.85 -11.50 -13.79 -12.51 -10.08 -11.11  -8.85 -12.45  -7.89  -9.19 -11.84  -8.44  -9.34 -11.52 -12.42  -9.93  -8.74  -8.67  -6.91  -6.07  -8.70
193712 -19.13 -19.58 -16.32 -14.68 -12.80 -13.65 -14.42 -11.21  -9.96 -14.76 -11.54 -12.20 -10.89  -7.26 -16.18  -0.06  -6.94  -9.89 -10.12 -12.55  -3.58  -3.99  -1.23  -5.30  -5.00
193801   8.35   6.14  13.39   8.77   4.72   3.91   8.33   2.47   5.35   5.64   2.41   6.91   6.62   4.76  -0.69   2.28   1.33   4.84   4.30  -0.87   1.47  -0.15  -1.34  -0.03  -2.14
193802   4.23   2.05   3.91   3.21   0.13  10.84   7.21   5.92   4.45   7.94   8.21   6.36   6.59   3.79   7.57   4.57   7.18   6.18   4.50   6.39   6.00   7.79   4.15   6.68   6.08
193803 -24.75 -32.80 -33.99 -31.17 -32.88 -30.43 -31.33 -27.41 -27.57 -29.92 -27.92 -27.61 -26.50 -21.85 -36.32 -22.88 -24.54 -23.34 -29.98 -32.50 -23.03 -23.62 -21.11 -25.74 -32.59
193804  25.98  28.19  22.96  22.58  21.62  20.92  20.24  20.32  19.73  20.26  21.09  18.15  18.21  11.72  25.80  18.15  14.50  16.08  20.75  17.73  12.19  15.08  13.90  17.42  11.24
193805 -11.43 -13.32  -9.10  -7.45  -5.72 -11.26  -6.70  -7.15  -5.84  -8.82  -7.85  -4.51  -6.46  -4.25  -5.56  -4.67  -3.31  -3.79  -8.33 -13.22  -3.20  -5.91  -1.70  -6.10  -4.30
193806  29.99  38.66  38.91  32.20  27.20  35.15  28.27  30.27  26.15  29.58  34.09  29.65  29.33  21.02  34.26  21.99  25.36  25.71  28.23  37.44  25.59  26.97  17.32  23.63  32.98
193807  24.89   3.44  23.64  15.18  15.63  12.30  15.54  17.28  14.63  14.40  11.64  14.07   8.81  12.09  13.88   8.96  12.44  14.77   9.82  14.27   7.86   4.86   5.23   5.19  12.70
193808  -9.83 -16.60  -2.66  -6.44 -12.80  -4.74  -4.11  -6.51  -5.97 -10.62  -2.26  -4.90  -3.50  -5.47  -9.89  -4.25  -2.37  -5.22  -7.56  -7.54   0.34  -3.90  -5.29  -3.87  -7.31
193809 -14.47   0.82  -5.91  -2.60  -3.93   0.76  -4.41  -2.52  -1.31  -2.02  -1.51  -0.64  -2.57  -1.65  -2.89   0.29  -0.16  -1.85  -0.95  -3.41   1.29   1.68   0.86   0.93  -2.44
193810  13.24   4.02  17.70  16.16  14.23  20.22  21.13  12.69  14.82  21.99  11.97  13.85  10.78  12.62  22.32  12.89  10.85   9.97  15.25  20.33   6.75   4.68   6.52  13.64  13.45
193811  -6.89  -6.99  -9.01  -1.92  -6.49  -9.56  -6.00  -3.20  -3.95  -7.38  -0.50  -0.85   0.58  -4.48  -7.90   0.64  -0.36  -4.17  -4.16  -1.88  -1.68  -0.43  -3.47  -3.08  -0.68
193812   6.10   3.36   2.48  -2.21  -3.05  13.43   4.44   6.04  -0.08   4.67   2.55   8.75   3.83   4.84   4.72   5.65   2.14   6.74   3.43  11.53   3.36   4.12   2.92   4.72  13.76
193901 -10.17  -0.22  -9.78  -8.28  -8.56  -5.89 -10.48  -9.25  -7.39 -13.19  -6.69  -8.89  -9.15  -8.70 -10.16  -7.51  -7.84  -8.74  -3.82 -12.61  -5.82  -4.40  -3.73  -8.76 -13.38
193902   2.40  -0.71   3.15   1.91   6.30   1.10   3.76   3.85   4.49   7.05   2.90   8.28   4.88   5.74   8.10   5.07   5.00   2.44   4.62   4.36   2.73   3.01   4.04   6.82   7.77
193903 -31.57 -22.38 -24.84 -20.21 -20.68 -24.33 -19.80 -17.06 -18.40 -26.48 -15.67 -17.05 -17.04 -17.40 -24.32 -12.38 -16.95 -20.34 -18.10 -28.46 -10.78  -8.06 -10.72 -18.52 -24.22
193904   4.49  -2.75   3.20   1.36   2.59   0.96  -0.52   0.92   1.67   3.01   0.16   0.17  -2.42  -2.29   4.03  -0.88   0.20   0.43   0.19   1.62  -0.48   0.39   0.06  -2.26  -4.72
193905   7.59   3.92   7.54   5.40   7.77   9.32  11.18   8.93   8.61  12.59   9.85  11.29  11.00   7.64  11.46   8.62   8.02  10.05  10.72   9.69   6.89   5.96   3.63   6.53  11.06
193906 -10.31 -14.58 -11.44 -11.20 -12.59 -11.01  -7.61  -8.34  -7.04 -13.60  -7.55  -4.89  -8.36  -7.56  -9.71  -4.60  -7.08  -9.04  -8.06 -15.20  -4.25  -5.46  -3.18  -9.06 -14.32
193907  12.10  24.25  19.89  13.42  11.24  16.77  17.62  13.95  12.56  15.66  16.37  17.20  14.24  11.32  17.32  13.87  13.48  13.59  12.08  22.47  11.00   7.99   7.68   9.64  16.53
193908 -15.70 -19.88 -14.51 -14.95 -11.03 -15.05 -12.41 -13.41 -12.00 -13.51 -11.19 -11.62 -10.53  -9.37 -14.95 -10.19 -11.46 -10.43  -7.77 -14.89  -5.60  -4.95  -6.05  -6.85 -13.96
193909  62.79  43.04  62.54  49.95  86.07  40.70  38.47  40.48  40.89  56.88  26.33  21.60  36.98  29.41  77.17  14.83  23.48  17.02  29.82  38.62  12.68  11.36  14.38  32.25  53.92
193910  -3.75  -3.43  -4.49  -5.46  -9.88  -2.20  -0.76  -3.63   1.32  -7.13   2.84   4.59  -2.24   0.43  -6.50   2.37   1.72   0.43  -3.69  -4.21  -0.15  -0.26   0.08  -3.61  -4.65
193911 -15.56 -11.58 -12.14 -11.14 -18.58  -6.20  -8.34 -11.91  -9.85 -14.73  -5.47  -7.48  -7.30  -7.56 -16.45  -5.86  -5.42  -3.57  -5.33 -12.86  -2.05  -1.85  -3.06  -7.95 -11.73
193912   8.99   1.46   0.27   1.10  -1.93   5.52   4.27   1.19  -0.25   3.25   5.91   4.40   5.78  -0.24   4.36   4.10   3.14   1.78   1.38  -0.69   3.61   2.43   3.89   0.80   1.88
194001  -4.78  -8.23  -6.63  -5.35  -3.76  -3.29  -3.98  -2.81  -2.55  -3.01  -3.61  -1.43  -1.84  -1.43  -6.87  -1.22  -1.88  -1.59  -3.75  -5.51  -2.15  -1.77  -2.03  -5.08  -7.19
194002  -0.62   0.02  13.58   2.03   7.84   1.49   6.01   4.28   4.26  -0.13   4.14   5.08   2.91   2.92   4.88   2.45   2.34   3.60   3.66  -0.02   0.81   1.62   0.14   1.74   1.79
194003   7.49  10.39  -7.47  -0.05   3.89   2.93   4.18   2.06   1.33   2.10   6.19   3.49   1.39   2.61  -0.33   3.95   2.13   1.52   2.44  -0.31   2.49   0.76   2.14   2.28   2.82
194004  10.76  -2.11   2.83  -0.53   8.76   1.81   4.17   3.30   5.82   1.22   3.64   0.85   4.66   1.21   4.81  -1.84   0.01  -0.81   2.53  -1.15   0.07  -0.32   0.75   0.08  -1.84
194005 -41.86 -30.02 -34.07 -29.11 -33.71 -22.91 -25.86 -25.83 -27.26 -32.24 -27.27 -27.49 -27.70 -26.90 -30.04 -25.85 -26.94 -26.35 -23.76 -32.31 -21.50 -19.29 -21.77 -21.60 -26.21
194006   9.68   3.35   4.24   2.64   7.17   1.22   5.98   3.41   6.76   8.91   4.10   7.36   6.75   5.16   5.79   8.65   5.13   9.17   4.02  12.81   4.55   7.43  11.23   5.76  18.38
194007   6.57   0.60   1.77   1.39   3.33   3.70   5.44   3.84   4.36   1.36   6.89   7.37   5.46   5.38   2.95   3.47   3.49   3.19   4.96   5.14   3.89   1.97   3.30   3.18   2.04
194008  -4.21   0.89   7.30   3.74  -0.58   4.28   1.37   4.68   1.52   4.29   1.87   2.65   2.46   1.34  -0.73   1.26   2.03   4.64   1.69   2.50   3.03   0.96   0.55   2.85   3.89
194009   4.65   5.93   5.02   3.76   4.52   8.32   6.68   4.51   4.79   5.13   5.77   5.81   4.05   5.74   0.40   3.23   4.32   2.48   2.27  -0.04   3.50   2.24  -0.45  -0.23   3.48
194010   1.32   8.65   7.98   6.29   5.28   6.11   3.04   4.80   7.52   8.17   3.16   4.02   6.20   5.59   4.99   4.15   7.87   5.22   8.70  13.35   0.11   2.49   6.23   8.54   9.60
194011  12.61   2.89   3.22  -1.03  -0.43  -1.53   1.79   0.57  -0.39  -0.65  -0.74   1.34   1.59   2.11  -1.14  -1.56  -2.15  -0.10   1.28  -1.62  -2.67  -0.76  -1.30   0.00  -7.14
194012  -3.99  -3.83  -7.22  -1.90  -3.58  -1.65  -3.13  -1.13  -0.39  -2.26   0.11  -0.97  -0.44  -0.09  -1.08   0.40  -1.21   0.08   0.35  -0.67   0.26   1.67   0.50   1.06   2.38
194101  -5.65  -7.80  -4.64   1.16  -0.34  -2.87  -2.74  -3.26  -1.29   0.08  -6.40  -5.09  -4.39  -3.32   1.36  -5.28  -4.31  -2.61  -4.80  -0.91  -5.74  -3.74  -2.82  -2.98  -0.63
194102  -3.50  -5.21   0.04  -4.47  -2.73  -0.05  -3.06  -1.64  -2.82  -2.18  -3.86  -0.86  -1.47  -2.19  -2.63  -2.68  -2.41  -0.20  -0.81  -2.34  -1.44  -1.66  -1.36  -1.49   0.98
194103  -3.65  -0.30  -1.58   1.57   4.84  -0.56   2.05   2.43   0.64   5.20   0.16   0.33   1.30   1.43   3.76   0.86  -1.83   1.40   2.08   4.18   0.39   0.97   1.83   1.41   4.06
194104 -16.04  -7.97  -7.90  -4.89  -4.28  -7.03  -7.48  -6.20  -4.40  -5.72  -4.85  -7.16  -4.44  -5.21  -1.76  -7.20  -7.19  -5.65  -4.30  -3.92  -6.36  -6.24  -3.48  -3.32  -0.50
194105   2.76  -5.45   0.25   2.01  -1.54   4.30   1.86   0.70   1.93   3.99  -1.29   0.78   2.66   2.56  -0.41   3.69   1.47  -0.68  -0.14   2.69   1.08   1.24   3.28   3.49  -0.35
194106  -8.39  10.12   7.88   7.93  14.25   2.01   5.65   6.29   8.78   7.43   4.17   6.93   6.00   6.68   9.63   4.60   8.03   5.25   5.53   4.17   6.67   5.04   6.49   3.95   1.91
194107  21.23  22.63  27.83  17.62  24.24  13.68   8.86   7.67  14.18  20.98   8.13   7.97   6.32  12.87  18.85   8.03   6.35  10.26  12.54  23.23   4.24   3.20   8.25   8.45  11.54
194108   7.20  -2.00  -7.44  -3.75   0.67  -0.43  -0.69  -1.46  -0.75   0.13  -1.98  -2.04   0.21  -1.75  -2.37   0.63   0.32   1.38  -0.13   0.44   0.92   0.23  -2.03  -1.35  -5.00
194109 -13.29  -3.69  -4.36  -1.90  -5.02  -1.21  -1.36  -4.33   0.55  -3.51  -2.98  -1.07  -1.17  -3.02   0.55   0.05  -1.72  -2.43  -0.08  -1.76   0.17  -0.88  -2.63  -1.53  -3.83
194110  -7.16  -1.55  -7.85  -8.24  -7.97  -5.77  -4.53  -5.91  -5.65  -7.48  -6.07  -6.45  -4.90  -6.50 -10.32  -4.57  -5.82  -6.01  -4.32  -5.31  -6.60  -4.68  -2.13  -1.52  -2.64
194111  -8.18  -6.93  -8.25  -5.94  -4.57  -1.57  -1.27  -4.87  -2.32  -3.39  -1.12  -2.22  -3.26  -0.50  -5.86  -0.15  -2.19  -1.48  -1.19  -3.41  -1.86  -2.68   0.71  -1.63  -3.97
194112 -19.43 -18.89 -10.40 -13.77 -14.54  -6.90  -5.12  -7.77  -9.82 -15.41  -6.85  -3.57  -3.99  -7.02  -8.29  -3.31  -6.16  -6.30  -6.17  -8.72  -3.47  -4.89  -4.28  -9.56  -6.86
194201  41.40  12.28  16.14  19.08  25.65   8.66   7.04  10.24  11.88  17.03   3.98   2.83   4.63   7.58  13.64  -3.18   5.38   5.52   6.82   8.73  -2.90   0.04  -0.39   6.61  16.90
194202  -9.32  -7.38  -1.56   0.82  -2.45   1.19  -1.36  -0.59  -1.95  -1.62  -1.15  -1.52  -1.40  -1.34  -2.83  -1.43  -2.16  -3.01  -2.00   0.47  -2.59  -2.03  -3.41  -2.62  -0.17
194203  -6.76  -7.75  -6.19  -1.48  -6.63  -5.17   1.56  -2.66  -5.77  -5.84  -2.15  -2.16  -6.31  -4.61  -7.44  -5.90  -5.93  -6.28  -4.13  -4.79  -5.45  -7.22  -8.34  -6.38  -7.32
194204  -4.31  -4.40  -4.12  -5.23  -4.45  -7.03  -5.69  -3.83  -3.34  -5.01  -5.42  -4.68  -5.61  -5.41  -4.12  -7.64  -5.62  -4.24  -5.71  -3.52  -3.24  -6.52  -3.56  -3.19   0.30
194205  -5.75  -0.08   1.77  -1.34   0.07   0.66   0.38   0.88   4.90  -0.46   0.58   1.88   2.11   4.30  -0.69   3.81   5.28   4.50   1.90   3.75   8.27   6.09   5.39   2.18  -4.96
194206   3.63   0.70  -1.34   4.23   3.77   1.43   3.77   0.21   2.30   0.95   2.19   1.88   1.01   1.91   1.40   4.21   2.74   1.68   2.00  -0.70   4.44   0.86   2.06   3.18   5.61
194207   6.08   5.75   7.05   2.20   7.28   4.12   2.91   4.37   2.52   7.33   3.20   4.91   3.51   3.93   3.73   3.95   3.69   5.26   5.05   9.01   1.95   4.38   2.96   5.87   8.34
194208   1.07   5.08   2.97   2.24   1.42   0.90   2.97   3.56   3.01   2.21   5.69   3.03   1.07   2.15   3.99   3.29   0.78   2.11   1.29   2.50   1.15   1.99   1.18   4.63   2.47
194209   6.88   8.78   4.06   8.54   9.02   4.00   2.02   4.11   4.29   3.22   0.98   2.78   1.58   4.00   3.79   1.91   3.78   3.28   2.38   6.40   3.03   2.69   1.46   2.39   5.63
194210   1.49  11.62  15.60   9.58  12.25   9.10   7.85   7.30  10.28  19.36  10.81   6.80   9.15   8.61  14.18   6.90   7.72   6.36  10.20  14.01   4.95   5.35   9.93  10.34  15.31
194211   8.55  -1.48  -6.62  -1.55  -5.33   0.78  -2.01  -1.18  -3.77  -6.59  -2.66  -0.66  -1.60   0.65  -2.38   0.90  -1.07  -1.14  -1.94  -1.77   1.07   1.98   0.48  -4.05  -7.06
194212  -4.81   0.73   4.25  -0.10  -1.11   1.38   5.55   3.04   1.95   5.39   3.72   2.78   3.71   4.68   3.51   6.25   5.04   4.82   5.19   6.00   5.88   3.87   6.35   6.80   3.84
194301  32.11  25.22  18.22  21.64  31.69  13.34  11.63  13.34  18.57  24.98   7.04   9.65  12.83  12.72  21.30   4.88   8.65   8.79  12.16  12.36   5.58   5.46   8.37   7.97  10.56
194302  17.09  17.43  10.12  17.68  25.77  15.99   8.94   8.25  12.38  15.75   6.14   7.54   9.30  10.25  19.44   4.90   6.75   7.21   9.63  11.69   3.61   6.18   8.31   9.99  11.72
194303  20.94  -0.18  19.49  15.19  15.19  13.13  11.66  14.67  13.40  19.40   8.49   8.12   9.95  12.38  14.34   8.53   7.50   8.49  11.82  14.41   3.83   4.75   7.45   7.84  11.24
194304   5.72   0.90   0.04   5.14  11.43   0.08   2.38   0.98   7.10   8.50   0.10  -0.59   3.05   3.75   8.31   0.67  -0.32   0.48   3.71  13.65  -0.82   1.19   1.17   0.16   3.25
194305   5.76   8.59   9.82  10.88  15.43  14.99   9.33  11.66   8.20  14.25   4.76   5.56   7.63   6.49  13.00   3.28   6.60   5.47   8.56   9.94   5.48   4.53   6.98   5.97   5.43
194306   0.95   0.76  -1.54   2.41  -1.76   0.17   2.06  -0.12   0.92   1.83   1.97   2.10   1.19   3.22  -2.43   1.98   2.12   1.03   2.14  -3.55   1.97   3.10   0.29   0.32   1.15
194307 -16.50  -2.15  -7.95  -5.50  -7.86  -3.38  -5.46  -5.85  -8.71 -12.94  -4.62  -6.19  -5.31  -6.44  -8.85  -5.16  -3.84  -6.99  -8.54 -10.29  -5.48  -3.45  -1.87  -4.50  -4.35
194308  -6.69  -4.16  -0.42  -1.92  -0.77   0.50  -0.61  -0.75   0.89   2.16   2.34   0.66   0.59   2.35   0.62   2.40   1.36   0.44   0.34  -1.12   1.35   1.50   1.72   0.31   1.17
194309   8.45   1.65   2.79   3.32   6.24   5.54   3.24   2.30   4.12   7.86   1.38   2.57   3.63   1.30   6.82   0.74   3.54   5.07   3.64   2.36   2.48   1.76   2.28   3.04   3.24
194310  -2.15   0.57   0.63   2.06  -1.26  -3.23   0.59   1.49   3.97  -3.13  -0.83  -0.49  -0.28   1.13  -1.97  -2.04  -1.57  -0.99   0.85   2.34  -1.73  -1.13  -1.09   0.54  -0.86
194311 -14.02  -7.13  -6.88 -10.39 -14.17  -7.45  -7.86  -5.96  -4.82 -15.74  -7.07  -6.75  -8.30  -7.69 -12.55  -6.92  -5.23  -8.48  -8.47 -14.18  -4.75  -4.27  -6.49  -7.88 -12.77
194312   8.97   6.86  10.73  13.44  12.85   7.05   6.80  12.61  11.77  12.20   7.98   9.03   8.25   9.01  15.70   7.45   7.44   8.85  10.53  11.72   5.44   5.83   6.37   6.22   7.84
194401   8.07   7.30   4.96   3.28   7.56   4.25   5.21   4.18   5.33   9.04   3.91   3.48   3.36   3.22   5.91   2.06   1.60   2.26   2.56   5.64   0.66   0.86   2.14   2.08   9.13
194402   4.19   1.50   1.88   2.74   3.97   2.34   0.20   1.49  -4.61   4.60   2.80   0.91  -0.23   0.83   4.82   1.11   1.13   1.25  -1.24   5.38   0.10  -0.11   0.62   1.46   4.71
194403   8.25  11.85   5.62   5.25   7.40   1.63   2.23   3.11   4.16  14.30   2.87   3.80   4.53   4.64   4.48   1.17   2.60   2.67   5.26   2.58   2.68   1.70   1.72   3.01   5.07
194404  -5.45  -0.58  -2.79  -2.23  -3.97  -1.50  -1.72  -2.92  -4.03  -6.14  -3.02  -3.03  -3.56  -1.98  -1.26  -2.68  -1.91  -3.60  -3.09  -4.98  -1.25  -1.43  -1.58  -1.04  -1.22
194405   7.42   5.83  11.82   5.81   9.16   4.84   5.40   6.67   5.28   7.68   6.04   7.23   7.57   6.15   8.92   4.92   5.42   5.60   8.32   8.08   4.42   4.66   4.58   4.47   6.96
194406  25.60  13.38  10.65  15.60  16.01  12.02  13.26   5.37   7.78   8.85   5.52   8.20   9.79   9.43  10.14   6.47   8.09   8.01  12.87  10.78   5.52   3.62   3.30   5.87   5.25
194407  -2.40  -3.54  -1.19   0.56  -3.67  -0.90   0.17  -2.36  -2.74  -0.41  -0.14  -0.48  -0.65  -1.73  -0.99   0.08  -1.35  -0.80  -3.05  -0.36  -2.03  -1.46  -1.19  -1.10  -0.53
194408   8.30   2.11   3.51   1.85   3.46   2.87   4.29   4.89   4.26  -1.18   2.85   4.65   3.79   3.47   2.04   0.79   3.23   2.71   3.77   1.17   1.70   0.25   2.00   1.16   0.10
194409  -1.79   2.00   1.94  -0.54  -0.17   2.47  -0.31  -1.61   0.27   1.40   0.73   0.45  -0.78   1.99   1.08  -0.11  -1.08  -0.27   1.83  -0.95   0.47  -0.31   0.07  -0.24   0.15
194410  -1.36   1.76   1.68   0.89   0.38  -1.12   0.65   0.33   0.55  -0.75  -1.28   1.16   0.18  -0.98  -0.43  -0.19  -0.69  -0.80   0.56  -1.13  -0.32   0.98   1.29  -0.28   0.82
194411   2.97  -0.75   4.98   4.57   1.66   2.32   1.44   3.50   2.86   4.65   0.48   2.50   1.40   1.75   4.13   1.55   2.26   2.35   4.85   1.31   1.07   1.65   2.11   2.51   3.88
194412   0.64   3.60   7.02   7.37  15.19   6.85   5.43   7.77   6.59  14.21   5.26   8.20   5.78   5.51  11.61   3.30   4.94   5.86   6.07  11.86   2.10   3.23   4.99   4.55  11.80
194501  31.64   5.31   5.17   5.48   3.82   4.76   3.78   5.45   7.05   3.19   4.09   4.11   3.69   3.51   3.85   2.80   3.20   2.46   2.07   3.95   1.06   0.69   3.08   5.87   1.16
194502   0.98   7.52   9.73   7.72  11.44   7.41   7.40  10.75   7.85  12.46   6.68   5.31   9.29   8.74  10.88   6.58   6.34   8.05   9.94  14.24   5.22   5.20   5.10   7.58   8.84
194503 -12.01  -6.21  -8.76  -8.30 -11.86  -3.80  -5.62  -7.06  -4.83  -1.27  -4.21  -5.60  -5.40  -5.93  -7.60  -3.76  -3.86  -3.70  -4.89  -4.83  -3.83  -2.76  -3.80  -5.54  -3.65
194504   4.57   7.96   9.18   8.20   8.68   6.85   7.02  10.94   8.71  15.40   8.69   8.96   7.39   8.35  11.57   6.85   8.71   7.54   8.16  13.14   7.61   6.09   7.87   8.49  11.04
194505   2.16   8.44   2.98   2.11   6.36   3.42   2.42   1.41   1.96   7.95   0.53   1.30   2.85   4.67   2.19   2.37   0.83   3.45   0.98   3.20   1.67   2.03   0.81  -0.30   1.54
194506  17.92   3.25   3.29   4.47  15.49   8.66   0.12   0.71   2.08   7.06   1.64   2.10   0.51   3.04   5.62  -0.32   0.10   1.01   3.33  11.30  -2.05   0.18   0.83   1.52   2.08
194507   1.42  -3.72  -4.80  -3.96  -4.31  -2.59  -3.34  -3.67  -3.46  -5.90  -4.23  -2.42  -3.75  -4.00  -7.50  -0.69  -4.45  -1.88  -4.20  -5.82  -1.32   0.05  -3.08  -2.02  -4.48
194508   0.33  11.63   8.68   5.59   4.75   5.30   7.44   7.03   6.08   5.06   9.94   6.90   8.92   7.60   2.05   6.01   9.38   9.04   6.25   1.07   8.78   5.03   4.20   2.44   2.56
194509   8.95   8.33   3.41   6.92   7.46   4.30   8.20   7.06   7.05   8.14   6.22   6.78   7.25   6.53   5.08   4.24   7.02   5.98   6.17  11.36   5.13   2.12   3.95   5.05   5.73
194510  13.26  10.15  11.47  12.16  10.08   7.35   6.02   5.05   6.88   5.72   5.51   3.09   5.94   5.37   5.31   4.12   3.34   5.18   6.45   6.74   2.09   3.21   5.51   7.18   4.31
194511   6.99   9.11  12.72  13.32  11.97  14.52   7.14   8.20  12.85   9.67   7.29  11.49   5.99   9.20   8.84   7.10  10.20   8.63  10.72  19.46   2.11   3.88   4.84   5.49   9.13
194512   5.05   2.81   5.67   3.07   2.96   4.80   5.11   2.77   3.66   3.14   2.67  -0.40   3.23   3.24  -1.01   2.21   2.53   2.63   2.92   0.25   1.69   0.78   1.56  -0.88  -1.02
194601  32.36   9.34  11.82  11.65  16.89   6.73   9.40   8.97   7.71  12.56   5.89   9.38   5.27   5.31  15.14   5.67   7.97   9.05   7.12  11.13   6.19   3.93   4.39   6.49   7.69
194602  -5.12 -10.15  -5.98  -6.79  -6.51  -5.14  -6.87  -7.49  -5.88  -7.63  -6.83  -6.02  -5.11  -8.61  -9.71  -5.12  -5.92  -6.16  -7.05  -7.78  -5.89  -4.08  -5.04  -6.70  -7.49
194603  -4.32   3.75   4.50   4.72   4.22   4.50   7.77   5.27   7.94   4.15   6.94   8.47   8.95   8.37   5.03   9.07   8.48   8.10   6.41   3.57   4.60   4.69   8.05   7.54   4.04
194604   3.59   6.34  15.25   7.34   6.50   5.08   8.44   6.92   6.97   7.64   3.87   5.59   6.40   6.26   3.74   6.62   3.45   6.84   2.97   1.05   3.38   4.24   5.39   5.74   1.86
194605   8.24   7.46   4.44   1.60   6.86   5.21   5.94   6.83   3.84   8.88   4.63   8.36   6.43   6.93   4.90   5.02   4.35   6.08   6.96  12.19   2.66   3.61   1.97   5.69   5.58
194606  -6.33  -3.94  -5.52  -4.54  -5.86  -4.68  -5.07  -5.78  -5.60  -5.93  -5.24  -5.71  -4.62  -6.05  -4.90  -5.46  -5.93  -5.52  -5.98  -5.71  -4.32  -2.35  -1.05  -5.62  -2.79
194607  -6.54  -6.62  -4.29  -3.12  -6.49  -4.56  -4.83  -3.80  -4.16  -4.67  -5.28  -2.04  -4.83  -3.65  -4.15  -3.57  -2.65  -4.08  -4.00  -6.40  -2.09  -3.99  -1.78  -1.21  -2.51
194608  -9.44  -8.72  -9.30  -7.86  -9.25  -7.55  -7.80  -8.21  -8.33  -8.47  -8.57  -8.20  -6.92  -6.85  -7.92  -6.94  -6.12  -6.92  -5.54  -9.26  -6.04  -6.47  -6.57  -5.03  -6.71
194609 -15.97 -17.93 -15.37 -14.87 -18.37 -14.22 -13.57 -13.63 -13.07 -16.59 -13.32 -12.03 -12.37 -11.82 -14.46 -11.11 -10.96 -14.26  -9.06 -16.35  -9.77  -8.63  -6.33  -8.35 -13.09
194610  -4.12  -2.60   0.60  -1.09   0.07  -3.48  -2.38  -1.24  -0.82  -0.46  -1.29  -2.41  -2.84  -0.87   1.05  -3.67  -0.25  -2.46  -0.82   2.95  -2.41  -2.59  -3.40   0.16   0.98
